,Reg no.,Name,"Incorp-orated",Dissolved,Type
1254,593137,"APEX WILL DEVELOPMENT LIMITED
志峰發展有限公司",1997-01-27,2001-06-22,"Private, ltd by shares"
1255,593136,"APEX WILL INTERNATIONAL LIMITED
志峰國際有限公司",1997-01-27,2002-05-10,"Private, ltd by shares"
1256,632302,"APEX WORLD ENTERPRISE LIMITED
兆峰企業有限公司",1997-12-05,2001-02-23,"Private, ltd by shares"
1257,616489,API Trading Company Limited,1997-07-09,2019-06-28,"Private, ltd by shares"
1258,614991,"APLEICHAU MAXICAB SERVICE CO., LIMITED
鴨脷洲專線小巴有限公司",1997-06-25,,"Private, ltd by shares"
1259,617476,"APLUS DEVELOPMENT (HONG KONG) COMPANY LIMITED
匯采發展(香港)有限公司",1997-07-18,2003-10-17,"Private, ltd by shares"
1260,630573,"APLUS ELECTRONICS LIMITED
天濤電子有限公司",1997-11-24,,"Private, ltd by shares"
1261,610544,"APLUS SECURITY ENGINEERING LIMITED
進一電子防盜工程有限公司",1997-05-30,,"Private, ltd by shares"
1262,590918,APNA MEDIA SERVICES LIMITED (d2004-09-10),1997-01-17,2004-09-10,"Private, ltd by shares"
1263,628758,"APOGEE (H.K.) LIMITED
熯燊(香港)有限公司",1997-11-03,2018-07-06,"Private, ltd by shares"
1264,616342,APOGEE COMMUNICATIONS LIMITED (HK),1997-07-09,,"Private, ltd by shares"
1265,624967,"APOLLO FIBEROPTIC TECHNOLOGY (HONG KONG) COMPANY LIMITED
太陽神光纖科技(香港)有限公司",1997-09-26,2008-02-29,"Private, ltd by shares"
1266,603914,"APOLLO INTERNATIONAL INVESTMENT LIMITED
旭日國際投資有限公司",1997-04-16,2004-10-29,"Private, ltd by shares"
1267,631509,"APOLLO RIGHT LIMITED
威浦有限公司",1997-12-03,2012-01-06,"Private, ltd by shares"
1268,608671,"APOLLO SHINE LIMITED (d2001-10-05)
森順有限公司",1997-05-21,2001-10-05,"Private, ltd by shares"
1269,619700,APOLLO SPIRIT INVESTMENTS LIMITED,1997-08-06,2000-12-20,"Private, ltd by shares"
1270,602587,"APOLLO TRANSPORTATION COMPANY LIMITED
太陽神運輸有限公司",1997-04-04,2010-08-11,"Private, ltd by shares"
1271,618568,"APOLLO WIN INTERNATIONAL LIMITED
領勝國際有限公司",1997-07-28,2006-12-22,"Private, ltd by shares"
1272,618072,APONET (ASIA) LIMITED,1997-07-23,2000-12-22,"Private, ltd by shares"
1273,620890,APP (HONG KONG) LIMITED,1997-08-15,,"Private, ltd by shares"
1274,591995,"APPLE CATERING & CONSULTANCY SERVICES LIMITED
萍果飲食服務有限公司",1997-01-20,2010-05-28,"Private, ltd by shares"
1275,597169,"APPLE COLLECTION OF TILE LIMITED
蘋果牆地磚有限公司",1997-03-05,2000-08-11,"Private, ltd by shares"
1276,607872,"APPLE DAILY DIRECT MARKETING LIMITED
蘋果日報直銷有限公司",1997-05-14,2001-11-16,"Private, ltd by shares"
1277,619330,"APPLE INTERNATIONAL LIMITED (d2004-12-31)
蘋果國際有限公司",1997-08-04,2004-12-31,"Private, ltd by shares"
1278,614886,"APPLE INTERNET PUBLISHING LIMITED
蘋果綱上出版有限公司",1997-06-25,2003-01-10,"Private, ltd by shares"
1279,629964,APPLE SHOP CORPORATION (HONG KONG) LIMITED,1997-11-14,,"Private, ltd by shares"
1280,626544,APPLE SHOP CORPORATION LIMITED,1997-10-15,,"Private, ltd by shares"
1281,593227,APPLE SHOP ENTERPRISES LIMITED,1997-01-29,,"Private, ltd by shares"
1282,589325,APPLE SHOP MANAGEMENT (HONG KONG) LIMITED,1997-01-13,,"Private, ltd by shares"
1283,626798,APPRECIATION CAPITAL ENTERPRISES LIMITED,1997-10-17,2001-12-21,"Private, ltd by shares"
1284,604952,"APPRECIATION LIMITED (d2005-01-07)
珍嚐有限公司",1997-04-23,2005-01-07,"Private, ltd by shares"
1285,594488,APRIL HONG KONG LIMITED,1997-02-05,,"Private, ltd by shares"
1286,608634,"APS CONSTRUCTION SYSTEMS (INTERNATIONAL) LIMITED
中亞建築系統國際有限公司",1997-05-21,,"Private, ltd by shares"
1287,613197,"APS TECHNOLOGY LIMITED (d2004-11-26)
匯進科技有限公司",1997-06-18,2004-11-26,"Private, ltd by shares"
1288,613274,APT CAPITAL MANAGEMENT (ASIA) LIMITED,1997-06-18,2006-01-20,"Private, ltd by shares"
1289,607452,"APT SATELLITE TV DEVELOPMENT LIMITED
亞太衛視發展有限公司",1997-05-09,,"Private, ltd by shares"
1290,592490,"APTIME TRADING LIMITED
合時貿易有限公司",1997-01-22,2005-04-08,"Private, ltd by shares"
1291,624248,"AQEE (ASIA) COMPANY LIMITED
宏基系統(亞洲)有限公司",1997-09-19,2001-02-23,"Private, ltd by shares"
1292,600676,"AQUA-CLEAN ENTERPRISES LIMITED
清純礦泉水實業有限公司",1997-03-24,2001-05-18,"Private, ltd by shares"
1293,603333,"AQUAGRAPHIC PUBLISHING CO. LIMITED
濤畫出版有限公司",1997-04-11,2004-09-24,"Private, ltd by shares"
1294,630481,AQUAH LIMITED,1997-11-21,2001-06-08,"Private, ltd by shares"
1295,618628,"AQUAMARINE GROUP HONG KONG LIMITED
阿卡梅林集團香港有限公司",1997-07-30,2004-12-31,"Private, ltd by shares"
1296,608013,"AQUAMARINE HOLDING LIMITED
藍鑽控股有限公司",1997-05-14,2012-07-27,"Private, ltd by shares"
1297,619305,"AQUAMATE COMPANY LIMITED
優力實業有限公司",1997-08-04,,"Private, ltd by shares"
1298,612985,"AQUARIUS INTERNATIONAL LIMITED (d2004-11-26)
寶宮國際有限公司",1997-06-13,2004-11-26,"Private, ltd by shares"
1299,632978,AQUAVENTURE (H.K.) LIMITED,1997-12-17,2006-03-17,"Private, ltd by shares"
1300,632917,"AQUUS CONSULTANTS LIMITED
毅浚顧問有限公司",1997-12-17,2018-09-28,"Private, ltd by shares"
1301,623932,"AR INVESTMENT CONSULTANTS (HK) LIMITED
卓昇投資顧問(香港)有限公司",1997-09-12,2003-04-25,"Private, ltd by shares"
1302,629461,"ARADA COLLECTION FURNITURE LIMITED
雅逸傢具有限公司",1997-11-10,2002-03-15,"Private, ltd by shares"
1303,612851,"ARAGON HONG KONG LIMITED
恒順香港有限公司",1997-06-13,,"Private, ltd by shares"
1304,606705,ARAN HK LIMITED,1997-05-05,,"Private, ltd by shares"
1305,595200,ARAVINDA LIMITED (d2006-06-23),1997-02-12,2006-06-23,"Private, ltd by shares"
1306,603558,ARBINET COMMUNICATIONS HONG KONG LIMITED,1997-04-14,2001-11-23,"Private, ltd by shares"
1307,586573,"ARBO PLATING SYSTEM & ENGINEERING CO., LIMITED
雅寶電鍍系統設備有限公司",1997-01-08,2015-02-13,"Private, ltd by shares"
1308,630148,"ARBOREAL MANUFACTURING CO. LIMITED
堡御實業有限公司",1997-11-19,2007-03-30,"Private, ltd by shares"
1309,603589,ARC INTERNATIONAL HONG KONG LIMITED,1997-04-14,,"Private, ltd by shares"
1310,612532,"ARCA DESEGNO LIMITED
瓦卡設計有限公司",1997-06-13,2006-01-20,"Private, ltd by shares"
1311,624401,"ArcelorMittal - Stainless International China Co. Limited
安賽樂米塔爾不銹鋼國際中國有限公司",1997-09-19,2013-09-27,"Private, ltd by shares"
1312,604329,ARCH ASSET MANAGEMENT LIMITED (d2004-10-29),1997-04-18,2004-10-29,"Private, ltd by shares"
1313,612930,"ARCH ENTERPRISE LIMITED
雅斯企業有限公司",1997-06-13,,"Private, ltd by shares"
1314,613907,ARCH MANAGEMENT CONSULTANTS LIMITED (d2003-03-07),1997-06-20,2003-03-07,"Private, ltd by shares"
1315,624577,ARCH STRATEGIC ASSET MANAGEMENT LIMITED,1997-09-22,2012-10-05,"Private, ltd by shares"
1316,626320,"ARCH'S CHOICE DESIGN COMPANY LIMITED
雅之選設計有限公司",1997-10-15,2003-04-04,"Private, ltd by shares"
1317,619142,"ARCHAEOLOGICAL ASSESSMENTS LIMITED
博古通有限公司",1997-08-01,,"Private, ltd by shares"
1318,629911,"ARCHBOLD FINANCE LIMITED
雅寶財務有限公司",1997-11-14,2006-04-13,"Private, ltd by shares"
1319,589608,"ARCHCORP DEVELOPMENT HOLDINGS LIMITED
篙建發展有限公司",1997-01-13,2007-03-18,"Private, ltd by shares"
1320,595765,"ARCHCORP MANAGEMENT & CONSTRUCTION LIMITED
篙建管理及工程有限公司",1997-02-21,2002-10-04,"Private, ltd by shares"
1321,602245,"ARCHE ENGINEERING LIMITED
嘉致工程有限公司",1997-04-02,2001-05-11,"Private, ltd by shares"
1322,624758,"ARCHER GLOBAL COMPANY LIMITED
雅卓環球有限公司",1997-09-24,2006-03-17,"Private, ltd by shares"
1323,625009,"ARCHIE (HONG KONG) TRADING CO., LIMITED
雅姿(香港)貿易有限公司",1997-09-26,2004-09-24,"Private, ltd by shares"
1324,608312,"ARCHITECTURAL MATERIAL SUPPLIES TRADING LIMITED
美意建材貿易有限公司",1997-05-16,,"Private, ltd by shares"
1325,609346,"ARCHITECTURAL PRECAST LIMITED
預制建築有限公司",1997-05-23,2010-03-19,"Private, ltd by shares"
1326,607686,"ARCHITECTURE, GRANDEUR, ENVIRONMENT DESIGN LIMITED
建築，裝潢，環境設計有限公司",1997-05-12,,"Private, ltd by shares"
1327,609454,"ARCHIVE INTERNATIONAL LIMITED (THE)
帝品國際藝術有限公司",1997-05-23,2004-11-12,"Private, ltd by shares"
1328,630628,"ARCHLINK INFORMATION SERVICES (H.K.) LIMITED
雅聯資訊(香港)有限公司",1997-11-24,2002-07-12,"Private, ltd by shares"
1329,585541,"ARCHLINK INTERNATIONAL GROUP LIMITED
雅聯國際集團有限公司",1997-01-03,2004-01-21,"Private, ltd by shares"
1330,622861,"ARCHLINK INVESTMENT (H.K.) LIMITED
雅聯投資(香港)有限公司",1997-09-03,2003-04-04,"Private, ltd by shares"
1331,630588,"ARCHLINK NETWORKING TECHNOLOGY (H.K.) LIMITED
雅聯科技(香港)有限公司",1997-11-24,2002-07-12,"Private, ltd by shares"
1332,625108,"ARCHLINK SYSTEMS LIMITED
昶訊系統有限公司",1997-09-26,2007-02-02,"Private, ltd by shares"
1333,608653,"ARCHPO ASSOCIATES DEVISE ENGINEERING LIMITED
雅博創建設計有限公司",1997-05-21,2008-10-31,"Private, ltd by shares"
1334,612790,"ARCO DESIGN CONSULTANT LIMITED
雅濤設計顧問有限公司",1997-06-13,2015-03-27,"Private, ltd by shares"
1335,615588,"ARCO PRINTING COMPANY LIMITED
晉昇柯式印刷有限公司",1997-07-04,2002-07-26,"Private, ltd by shares"
1336,630279,ARCOM INTERNATIONAL LIMITED (d2007-04-04),1997-11-19,2007-04-04,"Private, ltd by shares"
1337,596943,"ARCON HOLDINGS LIMITED (HK)
建同集團控股有限公司",1997-03-05,,"Private, ltd by shares"
1338,623770,"ARCTEC LIMITED (d2002-02-15)
愛德電氣有限公司",1997-09-12,2002-02-15,"Private, ltd by shares"
1339,602141,ARCULLI GOODMAN (HK) LIMITED,1997-04-02,2001-07-27,"Private, ltd by shares"
1340,603461,"ARDEN ARCHITECTURAL SPECIALTIES LIMITED
雅登專業建材有限公司",1997-04-11,2005-12-30,"Private, ltd by shares"
1341,591811,ARDENT MOTOR SPORTS INTERNATIONAL LIMITED,1997-01-20,2004-09-10,"Private, ltd by shares"
1342,595414,ARDENT SOFTWARE LIMITED (d2003-07-23),1997-02-14,2003-07-23,"Private, ltd by shares"
1343,599786,ARDWELL COMPANY LIMITED,1997-03-19,2009-08-14,"Private, ltd by shares"
1344,626799,AREA RICH LIMITED,1997-10-17,2001-12-21,"Private, ltd by shares"
1345,626800,ARENA CAPITAL LIMITED,1997-10-17,2001-12-21,"Private, ltd by shares"
1346,609810,"ARENA TRAVEL COMPANY LIMITED
雅惠娜旅遊票務有限公司",1997-05-28,2001-07-20,"Private, ltd by shares"
1347,624304,"AREON INTERNATIONAL TRADING LIMITED
天恒國際貿易有限公司",1997-09-19,2014-07-17,"Private, ltd by shares"
1348,593201,"ARESTOS CONSULTANT LIMITED
合意顧問有限公司",1997-01-29,,"Private, ltd by shares"
1349,586205,"AREX INVESTMENT LIMITED
勵永投資有限公司",1997-01-06,,"Private, ltd by shares"
1350,604269,"AREX WATCHES LIMITED
亞力士錶業有限公司",1997-04-18,2003-04-04,"Private, ltd by shares"
1351,592096,"Argenta (Management) Limited
珒然(管理)有限公司",1997-01-20,,"Private, ltd by shares"
1352,626362,"ARGENTIC INTERNATIONAL LIMITED
銀達國際有限公司",1997-10-15,2005-09-30,"Private, ltd by shares"
1353,632763,"ARGO PANTES (HK) LIMITED
佳峰香港有限公司",1997-12-15,2018-07-20,"Private, ltd by shares"
1354,606342,"ARGUS PHOTOLAND (BEIJING) LIMITED
芊目圖片社(北京)有限公司",1997-05-02,2004-01-30,"Private, ltd by shares"
1355,589150,"ARICON ENTERPRISES LIMITED
旭富企業有限公司",1997-01-13,,"Private, ltd by shares"
1356,606856,"ARICON INTERNATIONAL PUBLISHING LIMITED
瀚思國際出版社有限公司",1997-05-07,2005-12-23,"Private, ltd by shares"
1357,597108,"ARICON INVESTMENT LIMITED
裕域投資有限公司",1997-03-05,2002-01-11,"Private, ltd by shares"
1358,593070,"ARICON PROPERTIES LIMITED
雅天置業有限公司",1997-01-24,2005-01-28,"Private, ltd by shares"
1359,616024,"ARIES ELECTRONIC COMPONENTS LIMITED
雅偉斯電子零件有限公司",1997-07-07,,"Private, ltd by shares"
1360,606840,ARIES HOLDINGS LIMITED (d2004-11-12),1997-05-07,2004-11-12,"Private, ltd by shares"
1361,590007,"ARIN HOLDINGS LIMITED (d2004-03-12)
雅軒集團有限公司",1997-01-15,2004-03-12,"Private, ltd by shares"
1362,592581,"ARIOSE INTERNATIONAL CO., LIMITED
音賜國際有限公司",1997-01-22,2015-08-28,"Private, ltd by shares"
1363,614486,"ARISE ENGINEERING COMPANY LIMITED
永源工程有限公司",1997-06-25,2016-01-29,"Private, ltd by shares"
1364,630549,ARITRADE (H.K.) LIMITED,1997-11-24,2001-01-05,"Private, ltd by shares"
1365,632005,"ARJ INTERNATIONAL EXPRESS LIMITED
全球達國際貨運有限公司",1997-12-05,2005-11-11,"Private, ltd by shares"
1366,605527,"ARK (SYSTEM) H.K. LIMITED
電子美術物有限公司",1997-04-25,2005-04-29,"Private, ltd by shares"
1367,614628,"ARK INTERNATIONAL (GROUP) CO. LIMITED
方舟國際(集團)有限公司",1997-06-25,,"Private, ltd by shares"
1368,616939,ARKTAKE (HK) LIMITED,1997-07-14,2001-02-23,"Private, ltd by shares"
1369,614827,ARMAGNA MANAGEMENT COMPANY LIMITED,1997-06-25,,"Private, ltd by shares"
1370,618508,ARMAR INVESTMENTS LIMITED,1997-07-28,2004-12-17,"Private, ltd by shares"
1371,606747,"ARMED FORCES TRADING COMPANY LIMITED
三軍貿易有限公司",1997-05-05,,"Private, ltd by shares"
1372,629623,ARMIDALE ASSOCIATES LIMITED,1997-11-12,2001-10-19,"Private, ltd by shares"
1373,622935,"ARMORICA LIMITED
西北貿易有限公司",1997-09-05,,"Private, ltd by shares"
1374,597041,"ARMS MARITIME CORPORATION LIMITED
駿時航運有限公司",1997-03-05,2000-10-27,"Private, ltd by shares"
1375,607007,ARMSTRONG HOLDINGS LIMITED (HK),1997-05-07,,"Private, ltd by shares"
1376,595732,"ARNALD (HOLDINGS) LIMITED
安樂置業(集團)有限公司",1997-02-19,,"Private, ltd by shares"
1377,607947,"AROMA PROPERTY INVESTMENT LIMITED
意盈物業投資有限公司",1997-05-14,,"Private, ltd by shares"
1378,624626,ARR.ITALY LIMITED,1997-09-22,,"Private, ltd by shares"
1379,590560,ARRINO HOLDINGS LIMITED,1997-01-15,2011-09-09,"Private, ltd by shares"
1380,598691,"ARROW ASIA SHIPBROKERS LIMITED
箭亞船舶經紀有限公司",1997-03-14,,"Private, ltd by shares"
1381,616331,ARROWSMITH INTERNATIONAL LIMITED (d2001-05-04),1997-07-09,2001-05-04,"Private, ltd by shares"
1382,588476,"ARS INTERNATIONAL LIMITED (d2002-07-26)
藝緻國際有限公司",1997-01-13,2002-07-26,"Private, ltd by shares"
1383,616544,"ART & ALL LIMITED
可羅家有限公司",1997-07-11,2005-07-15,"Private, ltd by shares"
1384,585568,"ART AND ARCH COMPANY LIMITED
藝澤有限公司",1997-01-03,2001-01-19,"Private, ltd by shares"
1385,608574,"ART BRIGHT INDUSTRIAL LIMITED (d2000-10-27)
宏揚實業有限公司",1997-05-21,2000-10-27,"Private, ltd by shares"
1386,630744,"ART CHAIN LIMITED (d2008-04-11)
雅臻有限公司",1997-11-26,2008-04-11,"Private, ltd by shares"
1387,600288,"ART CHEERS ENTERPRISE LIMITED
雅祥企業有限公司",1997-03-21,2002-03-15,"Private, ltd by shares"
1388,612479,"ART CONNECTION LIMITED (d2001-01-19)
雅橋有限公司",1997-06-13,2001-01-19,"Private, ltd by shares"
1389,622687,ART CONNECTIONS LIMITED (d2003-07-11),1997-09-03,2003-07-11,"Private, ltd by shares"
1390,621831,"ART CREATION ADVERTISING PRODUCTION LIMITED
創藝廣告製作有限公司",1997-08-27,2005-08-12,"Private, ltd by shares"
1391,593400,"ART EAGLE LIMITED (d2002-09-27)
藝鷹有限公司",1997-01-29,2002-09-27,"Private, ltd by shares"
1392,622495,"ART EASE ENTERPRISES LIMITED
藝宜企業有限公司",1997-09-01,2005-01-21,"Private, ltd by shares"
1393,622493,"ART EASE INVESTMENTS LIMITED
藝宜投資有限公司",1997-09-01,2005-08-19,"Private, ltd by shares"
1394,622517,"ART EASE LIMITED
藝宜有限公司",1997-09-01,,"Private, ltd by shares"
1395,584653,"ART EXPRESS HOLDINGS LIMITED (d2007-05-11)
藝展集團有限公司",1997-01-03,2007-05-11,"Private, ltd by shares"
1396,590282,"ART FOREST INVESTMENT LIMITED
藝澤投資有限公司",1997-01-15,2010-05-28,"Private, ltd by shares"
1397,625901,"ART HILL KNITTING FACTORY LIMITED
雅饒針織製品廠有限公司",1997-10-08,2003-05-23,"Private, ltd by shares"
1398,616180,ART HOUSE DESIGN LIMITED,1997-07-09,2005-12-09,"Private, ltd by shares"
1399,621022,"ART IN ONE DESIGN & DECORATION ENGINEERING LIMITED
藝一設計裝飾工程有限公司",1997-08-20,2000-09-22,"Private, ltd by shares"
1400,596970,"ART INTERNATIONAL LIMITED (d2001-08-21)
雅若國際有限公司",1997-03-05,2001-08-21,"Private, ltd by shares"
1401,606111,ART JEWELLERY LIMITED,1997-04-30,,"Private, ltd by shares"
1402,625767,"ART KING TECHNOLOGY LIMITED
雅景科技有限公司",1997-10-08,,"Private, ltd by shares"
1403,622203,"ART PERFECT LIMITED (d2009-11-20)
藝柏有限公司",1997-08-29,2009-11-20,"Private, ltd by shares"
1404,605264,"ART POP LIMITED
藝博有限公司",1997-04-25,2005-10-28,"Private, ltd by shares"
1405,589566,"ART POWER (HK) LIMITED
藝泉(香港)有限公司",1997-01-13,2002-09-27,"Private, ltd by shares"
1406,605263,"ART RAINBOW LIMITED (d2001-05-18)
藝虹有限公司",1997-04-25,2001-05-18,"Private, ltd by shares"
1407,614423,"ART REGENT INTERNATIONAL LIMITED (d2001-09-21)
雅永國際有限公司",1997-06-23,2001-09-21,"Private, ltd by shares"
1408,614347,"ART REGENT INVESTMENT LIMITED
雅永投資有限公司",1997-06-23,2011-02-18,"Private, ltd by shares"
1409,600448,ART SEARCH LIMITED (d2001-03-30),1997-03-21,2001-03-30,"Private, ltd by shares"
1410,612458,"ART STAR COMPANY LIMITED
藝星行有限公司",1997-06-13,,"Private, ltd by shares"
1411,589808,"ART TALENT INVESTMENT LIMITED
藝才投資有限公司",1997-01-15,2004-12-10,"Private, ltd by shares"
1412,609769,"ART TALENT LIMITED
藝致有限公司",1997-05-28,,"Private, ltd by shares"
1413,605430,"ART TECH DECORATION ENGINEERING COMPANY LIMITED
嘉林裝飾工程有限公司",1997-04-25,2010-09-17,"Private, ltd by shares"
1414,604017,"ART WEALTH ENTERPRISES LIMITED
藝豐企業有限公司",1997-04-16,2005-12-19,"Private, ltd by shares"
1415,623124,"ART WOOD INVESTMENT LIMITED
雅會投資有限公司",1997-09-05,2011-03-04,"Private, ltd by shares"
1416,622516,"ART WORKS LIMITED (d2007-01-12)
意藝畫軒有限公司",1997-09-01,2007-01-12,"Private, ltd by shares"
1417,617709,"ART'S PRODUCTION COMPANY LIMITED
藝峰廣告製作有限公司",1997-07-18,,"Private, ltd by shares"
1418,596665,ART-CAFE LIMITED,1997-03-03,2001-02-09,"Private, ltd by shares"
1419,623816,"ART-SYSTEM MANUFACTURING CO., LIMITED
溢藝製品廠有限公司",1997-09-12,2017-05-12,"Private, ltd by shares"
1420,591527,"ART-TEX LIMITED
天雅行有限公司",1997-01-17,2004-07-23,"Private, ltd by shares"
1421,627727,"ARTAPOWER INTERNATIONAL GROUP LIMITED
藝達堡集團有限公司",1997-10-24,,"Private, ltd by shares"
1422,630792,ARTASIA (HK) LIMITED,1997-11-26,2001-12-14,"Private, ltd by shares"
1423,589880,"ARTBEST PROPERTY LIMITED
雅碧置業有限公司",1997-01-15,2004-09-17,"Private, ltd by shares"
1424,590028,"ARTBEST TRADING LIMITED
雅碧貿易有限公司",1997-01-15,,"Private, ltd by shares"
1425,607378,"ARTBON (FAR EAST) LIMITED
雅邦(遠東)有限公司",1997-05-09,,"Private, ltd by shares"
1426,601490,"ARTCENTRE PRINTING COMPANY LIMITED
栢藝印刷製作有限公司",1997-03-26,,"Private, ltd by shares"
1427,624836,"ARTCHEERS INTERNATIONAL LIMITED
雅昌國際有限公司",1997-09-24,2005-09-16,"Private, ltd by shares"
1428,595418,"ARTCO PACIFIC LIMITED
雅高太平洋有限公司",1997-02-14,,"Private, ltd by shares"
1429,602632,"ARTE DESIGN LIMITED (d2003-07-19)
天藝家居設計有限公司",1997-04-04,2003-07-19,"Private, ltd by shares"
1430,599710,"ARTE VIVA CLOTHING LIMITED
海天地時裝有限公司",1997-03-19,,"Private, ltd by shares"
1431,599711,"ARTE VIVA TEXTILE LIMITED
海天地紡織有限公司",1997-03-19,2003-05-30,"Private, ltd by shares"
1432,626274,"ARTEAM LIMITED
藝添有限公司",1997-10-13,2004-04-08,"Private, ltd by shares"
1433,602425,"ARTEC DESIGN & CONSTRUCTION LIMITED
天藝設計工程有限公司",1997-04-04,2005-03-24,"Private, ltd by shares"
1434,627987,"ARTECH AUDIO & VIDEO LIMITED
雅德影音器材有限公司",1997-10-24,2008-09-05,"Private, ltd by shares"
1435,632118,"ARTECH FASHION MANUFACTURERS LIMITED
藝科製衣廠有限公司",1997-12-05,2000-07-07,"Private, ltd by shares"
1436,594585,"ARTECH INTERNATIONAL HOLDINGS LIMITED
藝達國際集團有限公司",1997-02-05,,"Private, ltd by shares"
1437,627918,"Artech International Limited (d2009-11-13)
雅德貿易有限公司",1997-10-24,2009-11-13,"Private, ltd by shares"
1438,594609,"ARTEMIA INTERNATIONAL NAIL SUPPLIES LIMITED
天美國際美甲有限公司",1997-02-05,,"Private, ltd by shares"
1439,586190,"ARTERLEY LIMITED
雅特利有限公司",1997-01-06,2003-09-26,"Private, ltd by shares"
1440,599010,"ARTERY ASSOCIATES COMPANY LIMITED
藝雋有限公司",1997-03-14,2002-10-25,"Private, ltd by shares"
1441,632202,"ARTFAIR HOLDINGS LIMITED
雅輝集團有限公司",1997-12-05,2003-01-17,"Private, ltd by shares"
1442,598842,"ARTFIELD DESIGN AND PRODUCTION LIMITED
雅達設計製作有限公司",1997-03-14,,"Private, ltd by shares"
1443,589517,"ARTFIELD ENTERPRISES LIMITED
雅捷企業有限公司",1997-01-13,2002-07-26,"Private, ltd by shares"
1444,596036,"ARTFIELD INVESTMENT TRADING LIMITED
藝倡投資貿易有限公司",1997-02-26,2004-10-08,"Private, ltd by shares"
1445,622181,"ARTFIELD LIMITED (d2016-06-10)
藝富有限公司",1997-08-29,2016-06-10,"Private, ltd by shares"
1446,595006,"ARTHOME DEVELOPMENT LIMITED
亞顯發展有限公司",1997-02-12,2003-04-25,"Private, ltd by shares"
1447,618381,ARTHUR ANDERSEN BUSINESS CONSULTING LIMITED,1997-07-25,2003-08-15,"Private, ltd by shares"
1448,629298,"ARTHUR PROFESSIONAL PARKING SERVICES LIMITED
華匯車場管理有限公司",1997-11-07,2008-07-25,"Private, ltd by shares"
1449,591331,"ARTIBOLD LIMITED
雅利寶有限公司",1997-01-17,2002-02-15,"Private, ltd by shares"
1450,595424,"ARTICLE DEVELOPMENT LIMITED
雅達高發展有限公司",1997-02-14,,"Private, ltd by shares"
1451,615600,"ARTIFUL LIMITED
雅特福有限公司",1997-07-04,,"Private, ltd by shares"
1452,607811,ARTISA TECHNOLOGY CORPORATION LIMITED,1997-05-14,2000-11-17,"Private, ltd by shares"
1453,604049,"ARTISAN LEATHERWARE MANUFACTORY COMPANY LIMITED
緻雅皮具製品有限公司",1997-04-16,2007-01-12,"Private, ltd by shares"
1454,605145,"ARTIST DESIGN WORKSHOP LIMITED
影藝人設計室有限公司",1997-04-23,2001-07-20,"Private, ltd by shares"
1455,592258,"ARTIST LEATHER GOODS COMPANY LIMITED
雅特斯皮具有限公司",1997-01-22,,"Private, ltd by shares"
1456,603722,"ARTIST'S CREATION ENTERPRISE LIMITED
藝韻創意企業有限公司",1997-04-14,2001-03-16,"Private, ltd by shares"
1457,591821,"ARTISTIC GIFT COMPANY LIMITED
富藝禮品有限公司",1997-01-20,2015-09-11,"Private, ltd by shares"
1458,622867,"ARTISTIC PRODUCTION LIMITED
尚品製作有限公司",1997-09-03,2003-05-30,"Private, ltd by shares"
1459,589191,"ARTIXAN SLEEP-PRO LIMITED
奇利寶睡寢專門店有限公司",1997-01-13,2004-09-10,"Private, ltd by shares"
1460,589821,"ARTJADE INDUSTRIAL LIMITED
雅碧實業有限公司",1997-01-15,,"Private, ltd by shares"
1461,622322,"ARTKON DEVELOPMENT LIMITED
藝光發展有限公司",1997-09-01,2005-08-19,"Private, ltd by shares"
1462,622528,"ARTKON INVESTMENTS LIMITED
藝光投資有限公司",1997-09-01,2003-04-25,"Private, ltd by shares"
1463,622200,"ARTKON LIMITED
藝光有限公司",1997-08-29,2020-08-28,"Private, ltd by shares"
1464,626838,"ARTLAND PROPERTY LIMITED
聯昌物業有限公司",1997-10-17,,"Private, ltd by shares"
1465,624531,"ARTLANE DESIGN CONSULTANTS LIMITED
藝力設計有限公司",1997-09-19,,"Private, ltd by shares"
1466,600663,"ARTLLOYD DEVELOPMENT LIMITED
雅萊發展有限公司",1997-03-21,2005-12-23,"Private, ltd by shares"
1467,619201,ARTMA COMPANY LIMITED,1997-08-01,,"Private, ltd by shares"
1468,600611,Artmax Management Limited,1997-03-21,,"Private, ltd by shares"
1469,588246,"ARTMEN LIMITED (d2002-05-03)
雅利文有限公司",1997-01-13,2002-05-03,"Private, ltd by shares"
1470,586585,"ARTONIC DEVELOPMENT LIMITED
雅中發展有限公司",1997-01-08,2002-10-25,"Private, ltd by shares"
1471,602806,"ARTONIC ELECTRONICS LIMITED (d2003-03-21)
雅中電子有限公司",1997-04-09,2003-03-21,"Private, ltd by shares"
1472,587947,"ARTONIC ENTERPRISES LIMITED
雅中企業有限公司",1997-01-10,2008-05-16,"Private, ltd by shares"
1473,587946,"ARTONIC INDUSTRIAL LIMITED
雅中實業有限公司",1997-01-10,2002-01-04,"Private, ltd by shares"
1474,597706,"ARTONIC INTERNATIONAL LIMITED
雅中國際有限公司",1997-03-07,2002-08-23,"Private, ltd by shares"
1475,586594,"ARTONIC INVESTMENT LIMITED
雅中投資有限公司",1997-01-08,2005-07-08,"Private, ltd by shares"
1476,587900,"ARTONIC TRADING LIMITED
雅中貿易有限公司",1997-01-10,2000-11-17,"Private, ltd by shares"
